state,district,date,lf,lf_employed,lf_unemployed,lf_outside,p_rate,u_rate,ep_ratio
Johor,Batu Pahat,2018-01-01,207.1,203.1,4.0,94.4,68.7,1.9,67.4
Johor,Batu Pahat,2019-01-01,213.6,209.8,3.7,90.4,70.3,1.7,69.0
Johor,Batu Pahat,2020-01-01,253.3,247.8,5.5,105.2,70.6,2.2,69.1
Johor,Batu Pahat,2021-01-01,250.2,244.5,5.7,109.5,69.6,2.3,68.0
Johor,Batu Pahat,2022-01-01,253.3,248.8,4.5,107.2,70.3,1.8,69.0
Johor,Batu Pahat,2023-01-01,258.7,255.0,3.7,108.4,70.5,1.4,69.5
Johor,Batu Pahat,2024-01-01,263.6,260.2,3.4,108.2,70.9,1.3,70.0
Johor,Johor Bahru,2018-01-01,768.4,742.8,25.6,301.3,71.8,3.3,69.4
Johor,Johor Bahru,2019-01-01,792.4,767.8,24.6,293.7,73.0,3.1,70.7
Johor,Johor Bahru,2020-01-01,853.8,819.0,34.9,311.1,73.3,4.1,70.3
Johor,Johor Bahru,2021-01-01,855.7,820.4,35.3,307.5,73.6,4.1,70.5
Johor,Johor Bahru,2022-01-01,869.7,838.5,31.3,302.3,74.2,3.6,71.5
Johor,Johor Bahru,2023-01-01,897.3,871.2,26.1,308.5,74.4,2.9,72.3
Johor,Johor Bahru,2024-01-01,921.3,896.3,25.0,314.1,74.6,2.7,72.6
Johor,Kluang,2018-01-01,159.3,153.2,6.2,69.5,69.6,3.9,66.9
Johor,Kluang,2019-01-01,166.1,160.5,5.6,66.9,71.3,3.4,68.9
Johor,Kluang,2020-01-01,165.4,158.4,7.0,65.5,71.6,4.2,68.6
Johor,Kluang,2021-01-01,167.1,159.6,7.5,65.2,71.9,4.5,68.7
Johor,Kluang,2022-01-01,167.9,161.3,6.6,64.1,72.4,3.9,69.5
Johor,Kluang,2023-01-01,172.5,167.0,5.5,65.2,72.6,3.2,70.3
Johor,Kluang,2024-01-01,176.6,171.6,5.0,66.6,72.6,2.8,70.6
Johor,Kota Tinggi,2018-01-01,94.7,91.9,2.8,44.8,67.9,3.0,65.9
Johor,Kota Tinggi,2019-01-01,100.7,98.0,2.8,43.8,69.7,2.7,67.8
Johor,Kota Tinggi,2020-01-01,110.7,106.9,3.8,47.2,70.1,3.4,67.7
Johor,Kota Tinggi,2021-01-01,111.5,107.2,4.3,46.6,70.5,3.9,67.8
Johor,Kota Tinggi,2022-01-01,113.4,109.6,3.9,45.6,71.3,3.4,68.9
Johor,Kota Tinggi,2023-01-01,116.2,113.0,3.2,46.2,71.5,2.8,69.6
Johor,Kota Tinggi,2024-01-01,119.6,116.7,2.9,46.3,72.1,2.4,70.3
Johor,Kulai,2018-01-01,129.7,125.9,3.8,70.5,64.8,2.9,62.9
Johor,Kulai,2019-01-01,131.7,128.1,3.6,66.7,66.4,3.5,64.6
Johor,Kulai,2020-01-01,161.1,155.6,5.5,79.6,66.9,3.4,64.6
Johor,Kulai,2021-01-01,157.1,151.3,5.7,81.8,65.8,3.6,63.3
Johor,Kulai,2022-01-01,159.1,154.0,5.1,80.9,66.3,3.2,64.2
Johor,Kulai,2023-01-01,165.9,161.6,4.3,83.6,66.5,2.6,64.8
Johor,Kulai,2024-01-01,173.3,169.4,3.9,86.2,66.8,2.3,65.3
Johor,Mersing,2018-01-01,32.2,31.4,0.8,22.4,59.0,2.5,57.5
Johor,Mersing,2019-01-01,33.2,32.4,0.8,21.8,60.4,2.4,58.9
Johor,Mersing,2020-01-01,33.8,32.6,1.1,21.6,61.0,3.3,58.8
Johor,Mersing,2021-01-01,33.2,32.0,1.2,22.4,59.7,3.5,57.6
Johor,Mersing,2022-01-01,33.6,32.6,1.0,22.2,60.3,2.9,58.4
Johor,Mersing,2023-01-01,34.3,33.5,0.8,22.4,60.4,2.4,59.1
Johor,Mersing,2024-01-01,35.4,34.7,0.7,22.3,61.3,2.0,60.1
Johor,Muar,2018-01-01,120.7,118.6,2.1,63.4,65.6,1.8,64.4
Johor,Muar,2019-01-01,126.4,124.3,2.1,60.7,67.5,1.7,66.4
Johor,Muar,2020-01-01,151.6,148.1,3.5,71.5,68.0,2.3,66.4
Johor,Muar,2021-01-01,152.5,148.7,3.9,71.6,68.0,2.5,66.4
Johor,Muar,2022-01-01,153.6,150.1,3.5,69.7,68.8,2.3,67.2
Johor,Muar,2023-01-01,157.7,154.8,2.9,70.9,69.0,1.8,67.7
Johor,Muar,2024-01-01,161.4,158.7,2.6,71.2,69.4,1.6,68.2
Johor,Pontian,2018-01-01,74.1,71.7,2.4,40.4,64.7,3.2,62.6
Johor,Pontian,2019-01-01,77.2,74.8,2.4,39.5,66.2,3.1,64.1
Johor,Pontian,2020-01-01,82.0,78.7,3.3,41.1,66.6,4.0,63.9
Johor,Pontian,2021-01-01,80.9,77.2,3.7,42.6,65.5,4.5,62.5
Johor,Pontian,2022-01-01,81.5,78.6,2.9,41.8,66.1,3.6,63.7
Johor,Pontian,2023-01-01,83.1,80.7,2.4,42.3,66.3,2.9,64.4
Johor,Pontian,2024-01-01,84.4,82.2,2.1,42.4,66.6,2.5,64.8
Johor,Segamat,2018-01-01,96.7,94.0,2.7,43.7,68.9,2.8,66.9
Johor,Segamat,2019-01-01,100.1,97.6,2.6,42.1,70.4,2.6,68.6
Johor,Segamat,2020-01-01,103.2,99.5,3.7,42.6,70.8,3.6,68.2
Johor,Segamat,2021-01-01,101.9,97.9,4.0,43.3,70.2,3.9,67.4
Johor,Segamat,2022-01-01,103.3,99.7,3.6,43.1,70.6,3.5,68.1
Johor,Segamat,2023-01-01,105.9,102.9,3.0,43.7,70.8,2.9,68.8
Johor,Segamat,2024-01-01,108.9,106.2,2.8,43.9,71.3,2.5,69.5
Johor,Tangkak,2018-01-01,62.1,60.6,1.5,37.7,62.2,2.3,60.8
Johor,Tangkak,2019-01-01,64.3,62.9,1.4,36.0,64.1,2.1,62.7
Johor,Tangkak,2020-01-01,76.0,73.9,2.1,41.6,64.6,2.8,62.8
Johor,Tangkak,2021-01-01,76.7,74.3,2.3,41.6,64.8,3.0,62.8
Johor,Tangkak,2022-01-01,77.9,76.0,1.9,41.5,65.2,2.4,63.7
Johor,Tangkak,2023-01-01,79.9,78.3,1.5,42.2,65.4,1.9,64.1
Johor,Tangkak,2024-01-01,82.0,80.6,1.4,42.3,65.9,1.7,64.8
Kedah,Baling,2018-01-01,68.6,66.9,1.7,32.5,67.9,2.4,66.2
Kedah,Baling,2019-01-01,70.5,68.9,1.6,33.3,67.9,2.3,66.4
Kedah,Baling,2020-01-01,63.2,60.8,2.4,30.4,67.5,3.8,65.0
Kedah,Baling,2021-01-01,63.9,61.9,2.0,30.4,67.8,3.1,65.6
Kedah,Baling,2022-01-01,64.7,63.2,1.4,30.1,68.2,2.2,66.7
Kedah,Baling,2023-01-01,66.4,64.9,1.4,29.3,69.4,2.2,67.8
Kedah,Baling,2024-01-01,68.2,67.0,1.2,28.7,70.4,1.8,69.1
Kedah,Bandar Baharu,2018-01-01,21.6,21.0,0.6,10.0,68.4,2.7,66.5
Kedah,Bandar Baharu,2019-01-01,22.6,22.0,0.6,10.4,68.4,2.6,66.7
Kedah,Bandar Baharu,2020-01-01,20.6,19.7,0.9,8.7,70.3,4.6,67.2
Kedah,Bandar Baharu,2021-01-01,20.6,19.7,0.9,8.9,69.9,4.3,66.8
Kedah,Bandar Baharu,2022-01-01,20.9,20.3,0.6,8.8,70.5,3.1,68.4
Kedah,Bandar Baharu,2023-01-01,21.5,20.9,0.6,8.5,71.7,3.0,69.7
Kedah,Bandar Baharu,2024-01-01,21.9,21.4,0.5,8.6,71.8,2.5,70.2
Kedah,Kota Setar,2018-01-01,169.6,163.3,6.4,105.2,61.7,3.8,59.4
Kedah,Kota Setar,2019-01-01,171.4,165.3,6.1,106.9,61.6,3.5,59.4
Kedah,Kota Setar,2020-01-01,154.2,146.3,7.9,93.9,62.2,5.1,59.0
Kedah,Kota Setar,2021-01-01,154.0,146.7,7.3,95.6,61.7,4.7,58.8
Kedah,Kota Setar,2022-01-01,155.5,149.7,5.8,94.8,62.1,3.7,59.8
Kedah,Kota Setar,2023-01-01,159.3,153.4,5.8,92.8,63.2,3.7,60.8
Kedah,Kota Setar,2024-01-01,162.6,157.4,5.3,92.1,63.8,3.2,61.8
Kedah,Kuala Muda,2018-01-01,214.6,208.9,5.8,137.4,61.0,2.7,59.3
Kedah,Kuala Muda,2019-01-01,214.7,209.1,5.6,140.6,60.4,2.6,58.9
Kedah,Kuala Muda,2020-01-01,223.9,215.6,8.3,146.1,60.5,3.7,58.3
Kedah,Kuala Muda,2021-01-01,226.3,218.6,7.8,144.3,61.1,3.4,59.0
Kedah,Kuala Muda,2022-01-01,229.8,223.9,5.9,144.1,61.5,2.6,59.9
Kedah,Kuala Muda,2023-01-01,238.0,232.1,6.0,142.7,62.5,2.5,61.0
Kedah,Kuala Muda,2024-01-01,244.5,239.1,5.5,144.9,62.8,2.2,61.4
Kedah,Kubang Pasu,2018-01-01,100.2,97.6,2.6,64.5,60.8,2.6,59.3
Kedah,Kubang Pasu,2019-01-01,102.3,99.9,2.4,65.8,60.8,2.3,59.4
Kedah,Kubang Pasu,2020-01-01,97.6,93.8,3.8,59.0,62.3,3.9,59.9
Kedah,Kubang Pasu,2021-01-01,101.7,98.0,3.7,61.7,62.2,3.7,60.0
Kedah,Kubang Pasu,2022-01-01,103.5,100.6,2.9,60.8,63.0,2.8,61.2
Kedah,Kubang Pasu,2023-01-01,106.1,103.2,2.9,59.5,64.1,2.7,62.3
Kedah,Kubang Pasu,2024-01-01,109.4,106.8,2.6,58.3,65.3,2.4,63.7
Kedah,Kulim,2018-01-01,151.0,147.6,3.4,72.6,67.5,2.2,66.0
Kedah,Kulim,2019-01-01,153.9,150.8,3.1,73.3,67.7,2.0,66.4
Kedah,Kulim,2020-01-01,152.2,146.9,5.4,78.8,65.9,3.5,63.6
Kedah,Kulim,2021-01-01,155.0,150.1,4.9,76.9,66.8,3.1,64.7
Kedah,Kulim,2022-01-01,156.9,153.5,3.5,76.5,67.2,2.2,65.8
Kedah,Kulim,2023-01-01,162.0,158.4,3.5,74.9,68.4,2.2,66.9
Kedah,Kulim,2024-01-01,166.4,163.2,3.2,74.8,69.0,1.9,67.7
Kedah,Langkawi,2018-01-01,50.6,48.7,1.9,23.4,68.3,3.8,65.8
Kedah,Langkawi,2019-01-01,51.3,49.4,1.9,24.0,68.1,3.7,65.6
Kedah,Langkawi,2020-01-01,43.8,40.8,3.0,19.8,68.9,6.9,64.2
Kedah,Langkawi,2021-01-01,44.4,41.1,3.3,19.4,69.5,7.3,64.4
Kedah,Langkawi,2022-01-01,45.0,42.4,2.6,19.3,70.0,5.8,65.9
Kedah,Langkawi,2023-01-01,46.3,43.7,2.6,18.8,71.2,5.7,67.1
Kedah,Langkawi,2024-01-01,48.1,45.7,2.4,18.1,72.6,4.9,69.0
Kedah,Padang Terap,2018-01-01,30.5,29.6,1.0,15.6,66.2,3.2,64.2
Kedah,Padang Terap,2019-01-01,31.7,30.7,1.0,16.8,65.3,3.0,63.3
Kedah,Padang Terap,2020-01-01,28.5,27.4,1.2,14.5,66.3,4.0,63.7
Kedah,Padang Terap,2021-01-01,29.3,28.2,1.1,14.3,67.2,3.6,64.7
Kedah,Padang Terap,2022-01-01,29.5,28.6,0.9,14.1,67.7,3.0,65.6
Kedah,Padang Terap,2023-01-01,30.2,29.3,0.9,13.7,68.9,3.0,66.7
Kedah,Padang Terap,2024-01-01,31.3,30.5,0.8,13.2,70.3,2.5,68.5
Kedah,Pendang,2018-01-01,44.3,43.0,1.3,25.3,63.6,2.9,61.8
Kedah,Pendang,2019-01-01,45.6,44.3,1.3,26.1,63.6,4.2,61.8
Kedah,Pendang,2020-01-01,41.9,39.9,2.0,22.6,64.9,4.7,61.9
Kedah,Pendang,2021-01-01,41.8,39.5,2.3,23.1,64.4,5.5,60.9
Kedah,Pendang,2022-01-01,42.3,40.5,1.8,23.0,64.8,4.3,62.0
Kedah,Pendang,2023-01-01,43.4,41.5,1.8,22.4,65.9,4.2,63.1
Kedah,Pendang,2024-01-01,44.6,43.0,1.6,22.0,66.9,3.5,64.6
Kedah,Pokok Sena,2018-01-01,23.6,22.9,0.7,13.8,63.2,3.1,61.2
Kedah,Pokok Sena,2019-01-01,24.0,23.3,0.7,13.6,63.8,3.1,62.0
Kedah,Pokok Sena,2020-01-01,22.0,20.9,1.0,10.9,66.9,4.7,63.5
Kedah,Pokok Sena,2021-01-01,22.1,21.2,0.9,11.0,66.7,4.1,64.0
Kedah,Pokok Sena,2022-01-01,22.3,21.6,0.7,10.9,67.2,3.1,65.1
Kedah,Pokok Sena,2023-01-01,22.8,22.1,0.7,10.6,68.3,3.0,66.2
Kedah,Pokok Sena,2024-01-01,23.5,22.9,0.6,10.3,69.4,2.5,67.8
Kedah,Sik,2018-01-01,32.1,31.1,1.1,19.0,62.8,3.3,60.9
Kedah,Sik,2019-01-01,31.8,30.8,1.0,20.2,61.1,3.2,59.2
Kedah,Sik,2020-01-01,27.3,26.5,0.9,17.1,61.5,3.1,59.7
Kedah,Sik,2021-01-01,27.5,26.6,0.9,17.3,61.4,3.3,59.4
Kedah,Sik,2022-01-01,27.8,27.1,0.7,17.2,61.8,2.4,60.2
Kedah,Sik,2023-01-01,28.5,27.9,0.7,16.8,62.9,2.3,61.6
Kedah,Sik,2024-01-01,29.4,28.8,0.6,16.5,64.0,2.0,62.7
Kedah,Yan,2018-01-01,29.9,28.8,1.2,19.7,60.4,4.0,58.1
Kedah,Yan,2019-01-01,30.3,29.2,1.1,20.2,60.0,3.8,57.8
Kedah,Yan,2020-01-01,29.2,28.4,0.8,18.7,60.9,2.7,59.3
Kedah,Yan,2021-01-01,29.3,28.4,0.9,19.0,60.7,3.1,58.8
Kedah,Yan,2022-01-01,29.8,29.1,0.7,18.9,61.1,2.3,59.8
Kedah,Yan,2023-01-01,30.6,29.9,0.7,18.6,62.2,2.2,60.8
Kedah,Yan,2024-01-01,31.4,30.8,0.6,18.4,63.0,1.9,61.8
Kelantan,Bachok,2018-01-01,57.5,55.7,1.8,41.9,57.8,3.2,56.0
Kelantan,Bachok,2019-01-01,57.1,55.3,1.8,45.0,55.9,3.1,54.2
Kelantan,Bachok,2020-01-01,56.3,54.2,2.1,48.2,53.9,3.8,51.9
Kelantan,Bachok,2021-01-01,56.5,54.5,2.0,49.1,53.5,3.5,51.6
Kelantan,Bachok,2022-01-01,57.1,55.3,1.8,49.5,53.6,3.1,51.9
Kelantan,Bachok,2023-01-01,59.1,57.2,1.8,49.5,54.4,3.1,52.7
Kelantan,Bachok,2024-01-01,60.6,58.7,1.9,50.0,54.8,3.2,53.1
Kelantan,Gua Musang,2018-01-01,43.7,42.1,1.6,29.3,59.9,3.7,57.7
Kelantan,Gua Musang,2019-01-01,43.7,42.1,1.5,31.2,58.4,3.5,56.2
Kelantan,Gua Musang,2020-01-01,30.9,29.7,1.2,30.0,50.8,3.9,48.8
Kelantan,Gua Musang,2021-01-01,30.3,29.1,1.1,30.5,49.8,3.8,47.9
Kelantan,Gua Musang,2022-01-01,31.1,30.0,1.1,30.7,50.3,3.5,48.5
Kelantan,Gua Musang,2023-01-01,33.1,32.0,1.1,31.8,50.9,3.3,49.3
Kelantan,Gua Musang,2024-01-01,35.1,33.9,1.2,33.3,51.3,3.3,49.6
Kelantan,Jeli,2018-01-01,19.1,18.6,0.5,13.1,59.3,2.7,57.8
Kelantan,Jeli,2019-01-01,19.0,18.5,0.5,14.0,57.6,2.7,56.1
Kelantan,Jeli,2020-01-01,20.7,20.1,0.6,16.5,55.6,3.1,54.0
Kelantan,Jeli,2021-01-01,20.6,20.0,0.6,17.5,54.1,3.1,52.5
Kelantan,Jeli,2022-01-01,21.0,20.5,0.5,17.5,54.5,2.4,53.2
Kelantan,Jeli,2023-01-01,21.8,21.3,0.5,17.7,55.2,2.2,53.9
Kelantan,Jeli,2024-01-01,22.5,22.0,0.5,17.9,55.7,2.3,54.5
Kelantan,Kecil Lojing,2018-01-01,,,,,,,
Kelantan,Kecil Lojing,2019-01-01,,,,,,,
Kelantan,Kecil Lojing,2020-01-01,3.1,2.9,0.2,3.3,48.5,6.0,45.3
Kelantan,Kecil Lojing,2021-01-01,3.1,2.9,0.2,3.4,47.8,5.9,44.6
Kelantan,Kecil Lojing,2022-01-01,3.2,3.0,0.2,3.4,48.0,5.7,45.5
Kelantan,Kecil Lojing,2023-01-01,3.3,3.1,0.2,3.5,48.4,5.5,45.6
Kelantan,Kecil Lojing,2024-01-01,3.5,3.3,0.2,3.7,48.8,5.6,45.8
Kelantan,Kota Bharu,2018-01-01,233.8,222.5,11.3,141.6,62.3,4.8,59.3
Kelantan,Kota Bharu,2019-01-01,233.2,222.0,11.2,151.2,60.7,4.8,57.8
Kelantan,Kota Bharu,2020-01-01,224.2,212.4,11.9,147.9,60.3,5.3,57.1
Kelantan,Kota Bharu,2021-01-01,226.2,215.0,11.1,150.3,60.1,4.9,57.1
Kelantan,Kota Bharu,2022-01-01,232.0,221.6,10.4,148.8,60.9,4.5,58.2
Kelantan,Kota Bharu,2023-01-01,241.9,231.1,10.8,144.8,62.6,4.4,59.8
Kelantan,Kota Bharu,2024-01-01,247.4,236.3,11.1,145.6,63.0,4.5,60.1
Kelantan,Kuala Krai,2018-01-01,53.1,51.8,1.3,32.8,61.8,2.5,60.3
Kelantan,Kuala Krai,2019-01-01,54.2,52.9,1.3,33.7,61.7,2.4,60.2
Kelantan,Kuala Krai,2020-01-01,40.2,39.2,1.0,27.6,59.3,2.5,57.8
Kelantan,Kuala Krai,2021-01-01,39.3,38.3,0.9,28.9,57.6,2.4,56.2
Kelantan,Kuala Krai,2022-01-01,39.8,39.0,0.8,29.2,57.7,2.1,56.5
Kelantan,Kuala Krai,2023-01-01,41.5,40.7,0.8,29.4,58.5,2.0,57.4
Kelantan,Kuala Krai,2024-01-01,43.1,42.2,0.9,30.0,59.0,2.1,57.7
Kelantan,Machang,2018-01-01,41.3,39.2,2.1,28.1,59.5,5.2,56.5
Kelantan,Machang,2019-01-01,41.7,39.7,2.0,28.8,59.1,4.9,56.3
Kelantan,Machang,2020-01-01,37.7,35.6,2.1,28.8,56.7,5.5,53.5
Kelantan,Machang,2021-01-01,38.5,36.3,2.2,30.2,56.0,5.7,52.8
Kelantan,Machang,2022-01-01,39.2,37.3,1.9,30.6,56.2,4.9,53.4
Kelantan,Machang,2023-01-01,40.8,38.8,2.0,30.7,57.1,4.8,54.3
Kelantan,Machang,2024-01-01,42.1,40.1,2.1,31.1,57.5,4.9,54.8
Kelantan,Pasir Mas,2018-01-01,82.7,78.6,4.1,59.7,58.1,4.9,55.2
Kelantan,Pasir Mas,2019-01-01,82.7,78.7,4.0,63.5,56.6,4.8,53.8
Kelantan,Pasir Mas,2020-01-01,76.2,72.8,3.3,66.3,53.5,4.4,51.1
Kelantan,Pasir Mas,2021-01-01,75.5,72.4,3.2,67.5,52.8,4.2,50.6
Kelantan,Pasir Mas,2022-01-01,77.1,74.2,2.9,67.9,53.2,3.8,51.2
Kelantan,Pasir Mas,2023-01-01,79.7,76.7,2.9,68.2,53.9,3.7,51.9
Kelantan,Pasir Mas,2024-01-01,82.0,78.9,3.1,69.0,54.3,3.8,52.3
Kelantan,Pasir Puteh,2018-01-01,54.4,52.6,1.8,34.9,60.9,3.3,58.9
Kelantan,Pasir Puteh,2019-01-01,52.7,51.0,1.7,38.3,57.9,3.3,56.0
Kelantan,Pasir Puteh,2020-01-01,46.4,44.9,1.5,35.3,56.8,3.2,55.0
Kelantan,Pasir Puteh,2021-01-01,46.2,44.7,1.5,36.3,56.0,3.3,54.2
Kelantan,Pasir Puteh,2022-01-01,47.3,45.9,1.4,36.9,56.1,3.0,54.5
Kelantan,Pasir Puteh,2023-01-01,49.5,48.0,1.4,37.0,57.2,2.9,55.5
Kelantan,Pasir Puteh,2024-01-01,51.0,49.5,1.5,37.4,57.7,3.0,56.0
Kelantan,Tanah Merah,2018-01-01,56.1,54.5,1.6,37.8,59.8,2.9,58.0
Kelantan,Tanah Merah,2019-01-01,56.5,55.0,1.5,40.2,58.4,2.7,56.9
Kelantan,Tanah Merah,2020-01-01,53.1,51.5,1.6,41.6,56.0,3.0,54.4
Kelantan,Tanah Merah,2021-01-01,52.2,50.9,1.3,44.0,54.3,2.5,52.9
Kelantan,Tanah Merah,2022-01-01,53.2,52.1,1.1,44.3,54.6,2.1,53.4
Kelantan,Tanah Merah,2023-01-01,55.5,54.3,1.2,44.7,55.4,2.1,54.2
Kelantan,Tanah Merah,2024-01-01,57.3,56.0,1.2,45.3,55.8,2.2,54.6
Kelantan,Tumpat,2018-01-01,70.1,67.7,2.4,46.3,60.2,3.4,58.2
Kelantan,Tumpat,2019-01-01,69.6,67.2,2.4,49.6,58.4,3.5,56.4
Kelantan,Tumpat,2020-01-01,56.3,54.5,1.8,50.7,52.6,3.2,50.9
Kelantan,Tumpat,2021-01-01,55.9,54.2,1.8,52.1,51.8,3.2,50.2
Kelantan,Tumpat,2022-01-01,57.1,55.5,1.5,52.2,52.2,2.7,50.8
Kelantan,Tumpat,2023-01-01,59.2,57.7,1.5,52.6,53.0,2.5,51.6
Kelantan,Tumpat,2024-01-01,61.2,59.7,1.6,53.5,53.4,2.5,52.0
Melaka,Alor Gajah,2018-01-01,92.7,91.3,1.4,47.7,66.0,1.5,65.0
Melaka,Alor Gajah,2019-01-01,95.3,93.8,1.5,46.3,67.3,1.6,66.2
Melaka,Alor Gajah,2020-01-01,125.9,122.4,3.5,60.2,67.6,2.8,65.8
Melaka,Alor Gajah,2021-01-01,129.8,126.0,3.8,56.9,69.5,2.9,67.5
Melaka,Alor Gajah,2022-01-01,134.6,131.4,3.1,53.0,71.7,2.3,70.0
Melaka,Alor Gajah,2023-01-01,137.8,134.5,3.2,53.6,72.0,2.3,70.3
Melaka,Alor Gajah,2024-01-01,142.6,139.4,3.3,53.8,72.6,2.3,71.0
Melaka,Jasin,2018-01-01,63.9,63.3,0.6,37.9,62.8,0.9,62.2
Melaka,Jasin,2019-01-01,66.3,65.7,0.5,37.7,63.8,0.8,63.2
Melaka,Jasin,2020-01-01,70.2,69.0,1.2,39.8,63.8,1.7,62.7
Melaka,Jasin,2021-01-01,73.9,72.9,1.0,39.1,65.4,1.3,64.5
Melaka,Jasin,2022-01-01,73.2,72.3,0.9,37.6,66.1,1.2,65.3
Melaka,Jasin,2023-01-01,73.2,72.3,0.9,37.3,66.2,1.2,65.4
Melaka,Jasin,2024-01-01,74.6,73.7,0.9,37.2,66.7,1.2,65.9
Melaka,Melaka Tengah,2018-01-01,264.6,262.1,2.4,125.7,67.8,0.9,67.2
Melaka,Melaka Tengah,2019-01-01,271.3,268.8,2.6,123.6,68.7,0.9,68.1
Melaka,Melaka Tengah,2020-01-01,268.8,262.4,6.4,136.9,66.3,2.4,64.7
Melaka,Melaka Tengah,2021-01-01,276.0,270.7,5.3,129.0,68.1,1.9,66.8
Melaka,Melaka Tengah,2022-01-01,286.8,282.6,4.2,123.0,70.0,1.5,69.0
Melaka,Melaka Tengah,2023-01-01,297.1,292.9,4.2,126.2,70.2,1.4,69.2
Melaka,Melaka Tengah,2024-01-01,308.1,303.9,4.2,127.6,70.7,1.4,69.7
Negeri Sembilan,Jelebu,2018-01-01,18.8,18.3,0.6,11.2,62.7,2.9,61.0
Negeri Sembilan,Jelebu,2019-01-01,18.8,18.2,0.6,12.0,61.0,3.0,59.1
Negeri Sembilan,Jelebu,2020-01-01,17.5,16.6,0.8,10.5,62.4,4.8,59.3
Negeri Sembilan,Jelebu,2021-01-01,17.5,16.8,0.8,10.3,62.9,4.4,60.4
Negeri Sembilan,Jelebu,2022-01-01,18.0,17.4,0.7,10.4,63.3,3.8,61.3
Negeri Sembilan,Jelebu,2023-01-01,19.0,18.4,0.7,10.8,63.8,3.5,61.7
Negeri Sembilan,Jelebu,2024-01-01,19.9,19.2,0.7,11.1,64.1,3.5,61.9
Negeri Sembilan,Jempol,2018-01-01,47.8,46.3,1.5,28.5,62.6,3.0,60.7
Negeri Sembilan,Jempol,2019-01-01,47.7,46.3,1.4,27.2,63.7,3.0,61.8
Negeri Sembilan,Jempol,2020-01-01,51.7,49.8,1.8,30.4,62.9,3.5,60.7
Negeri Sembilan,Jempol,2021-01-01,51.3,49.4,1.9,30.3,62.9,3.8,60.5
Negeri Sembilan,Jempol,2022-01-01,52.1,50.3,1.8,29.6,63.7,3.4,61.6
Negeri Sembilan,Jempol,2023-01-01,53.6,51.8,1.8,29.3,64.7,3.4,62.5
Negeri Sembilan,Jempol,2024-01-01,54.9,53.0,1.9,29.5,65.1,3.4,62.8
Negeri Sembilan,Kuala Pilah,2018-01-01,31.8,30.7,1.1,14.4,68.8,3.3,66.5
Negeri Sembilan,Kuala Pilah,2019-01-01,31.5,30.4,1.1,14.1,69.1,3.5,66.7
Negeri Sembilan,Kuala Pilah,2020-01-01,29.6,28.2,1.4,18.6,61.4,4.9,58.5
Negeri Sembilan,Kuala Pilah,2021-01-01,28.6,27.0,1.5,19.3,59.6,5.3,56.4
Negeri Sembilan,Kuala Pilah,2022-01-01,29.2,27.8,1.4,19.0,60.5,4.7,57.7
Negeri Sembilan,Kuala Pilah,2023-01-01,30.2,28.8,1.4,18.9,61.5,4.8,58.7
Negeri Sembilan,Kuala Pilah,2024-01-01,31.0,29.5,1.5,19.0,62.0,4.7,59.0
Negeri Sembilan,Port Dickson,2018-01-01,57.3,55.4,1.8,31.6,64.4,3.2,62.3
Negeri Sembilan,Port Dickson,2019-01-01,57.1,55.3,1.8,31.6,64.4,3.2,62.3
Negeri Sembilan,Port Dickson,2020-01-01,57.8,54.7,3.1,30.0,65.8,5.3,62.3
Negeri Sembilan,Port Dickson,2021-01-01,56.8,53.4,3.5,31.3,64.5,6.1,60.6
Negeri Sembilan,Port Dickson,2022-01-01,58.6,55.8,2.9,30.7,65.6,4.9,62.5
Negeri Sembilan,Port Dickson,2023-01-01,61.2,58.5,2.6,30.6,66.6,4.3,63.7
Negeri Sembilan,Port Dickson,2024-01-01,62.9,60.2,2.7,31.0,67.0,4.2,64.1
Negeri Sembilan,Rembau,2018-01-01,20.4,19.7,0.7,9.5,68.3,3.3,65.9
Negeri Sembilan,Rembau,2019-01-01,20.2,19.5,0.7,10.0,66.9,3.4,64.6
Negeri Sembilan,Rembau,2020-01-01,21.4,20.5,0.9,11.6,64.8,4.0,62.1
Negeri Sembilan,Rembau,2021-01-01,21.2,20.3,0.8,11.9,64.1,3.9,61.3
Negeri Sembilan,Rembau,2022-01-01,21.6,20.9,0.7,11.6,65.0,3.4,63.0
Negeri Sembilan,Rembau,2023-01-01,22.4,21.6,0.8,11.4,66.3,3.5,63.9
Negeri Sembilan,Rembau,2024-01-01,22.8,22.0,0.8,11.4,66.7,3.5,64.3
Negeri Sembilan,Seremban,2018-01-01,286.4,278.5,7.8,145.3,66.3,2.7,64.5
Negeri Sembilan,Seremban,2019-01-01,281.5,273.4,8.1,154.6,64.6,2.9,62.7
Negeri Sembilan,Seremban,2020-01-01,317.3,306.5,10.8,164.3,65.9,3.4,63.6
Negeri Sembilan,Seremban,2021-01-01,315.1,303.9,11.1,169.3,65.0,3.5,62.7
Negeri Sembilan,Seremban,2022-01-01,318.8,309.2,9.6,165.7,65.8,3.0,63.8
Negeri Sembilan,Seremban,2023-01-01,328.9,319.7,9.2,162.4,66.9,2.8,65.1
Negeri Sembilan,Seremban,2024-01-01,336.1,327.0,9.1,161.1,67.6,2.7,65.8
Negeri Sembilan,Tampin,2018-01-01,41.1,39.6,1.5,21.3,65.9,3.7,63.5
Negeri Sembilan,Tampin,2019-01-01,41.1,39.5,1.6,22.7,64.4,3.9,61.9
